,ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
22350,53952,Oxford,WI," 3,005",55077,52380,MARQUETTE,Low Income Area/HPSA
22351,53954,Pardeeville,WI, 134,55021,52100,COLUMBIA,HPSA
22352,54552,Park Falls,WI," 4,322",55099,52490,PRICE,Low Income Area/HPSA
22353,54462,Pearson,WI, 301,55067,52330,LANGLADE,Low Income Area/HPSA
22354,54463,Pelican Lake,WI, 719,55085,52420,ONEIDA,HPSA
22355,54156,Pembine,WI," 1,607",55075,52370,MARINETTE,Low Income Area/HPSA
22356,54759,Pepin,WI," 1,426",55091,52450,PEPIN,HPSA
22357,54157,Peshtigo,WI," 5,800",55075,52370,MARINETTE,HPSA
22358,54157,Peshtigo,WI, 8,55075,52370,MARINETTE,HPSA
22359,54554,Phelps,WI," 1,094",55125,52620,VILAS,Low Income Area
22360,54555,Phillips,WI," 4,968",55099,52490,PRICE,Low Income Area/HPSA
22361,54465,Pickerel,WI, 711,55067,52330,LANGLADE,Low Income Area/HPSA
22362,54965,Pine River,WI," 1,317",55137,52680,WAUSHARA,HPSA
22363,54466,Pittsville,WI, 107,55141,52700,WOOD,HPSA
22364,54966,Plainfield,WI," 2,050",55137,52680,WAUSHARA,Low Income Area/HPSA
22365,53818,Platteville,WI," 15,015",55043,52210,GRANT,Low Income Area/HPSA
22366,54761,Plum City,WI," 1,220",55093,52460,PIERCE,HPSA
22367,54469,Port Edwards,WI," 1,794",55141,52700,WOOD,Low Income Area
22368,54865,Port Wing,WI, 478,55007,52030,BAYFIELD,Low Income Area/HPSA
22369,53901,Portage,WI," 14,415",55021,52100,COLUMBIA,Low Income Area/HPSA
22370,54159,Porterfield,WI," 1,443",55075,52370,MARINETTE,HPSA
22371,53820,Potosi,WI," 2,028",55043,52210,GRANT,HPSA
22372,53820,Potosi,WI, 478,55043,52210,GRANT,HPSA
22373,54161,Pound,WI," 2,845",55075,52370,MARINETTE,Low Income Area/HPSA
22374,54967,Poy Sippi,WI, 440,55137,52680,WAUSHARA,HPSA
22375,53821,Prairie du Chien,WI," 8,339",55023,52110,CRAWFORD,Low Income Area
22376,54762,Prairie Farm,WI," 1,236",55005,52020,BARRON,Low Income Area
22377,54556,Prentice,WI," 1,258",55099,52490,PRICE,Low Income Area/HPSA
22378,54557,Presque Isle,WI, 905,55125,52620,VILAS,HPSA
22379,54968,Princeton,WI," 2,882",55047,52230,GREEN LAKE,Low Income Area/HPSA
22380,53402,Racine,WI," 33,233",55101,52500,RACINE,Low Income Area/HPSA
22381,53403,Racine,WI," 27,704",55101,52500,RACINE,Low Income Area/HPSA
22382,53404,Racine,WI," 15,628",55101,52500,RACINE,Low Income Area/HPSA
22383,53405,Racine,WI," 24,537",55101,52500,RACINE,Low Income Area
22384,54867,Radisson,WI, 435,55113,52560,SAWYER,Low Income Area/HPSA
22385,54652,Readstown,WI, 890,55123,52610,VERNON,Low Income Area
22386,54970,Redgranite,WI," 3,901",55137,52680,WAUSHARA,Low Income Area/HPSA
22387,53959,Reedsburg,WI," 13,334",55111,52550,SAUK,Low Income Area
22388,54230,Reedsville,WI," 4,192",55071,52350,MANITOWOC,HPSA
22389,53580,Rewey,WI, 572,55049,52240,IOWA,HPSA
22390,54501,Rhinelander,WI," 20,216",55085,52420,ONEIDA,Low Income Area
22391,54470,Rib Lake,WI," 2,068",55119,52590,TAYLOR,Low Income Area/HPSA
22392,54868,Rice Lake,WI," 15,704",55005,52020,BARRON,Low Income Area/HPSA
22393,53581,Richland Center,WI," 10,211",55103,52510,RICHLAND,Low Income Area/HPSA
22394,54763,Ridgeland,WI," 1,091",55033,52160,DUNN,Low Income Area
22395,54971,Ripon,WI," 10,741",55039,52190,FOND DU LAC,Low Income Area
22396,54022,River Falls,WI, 87,55093,52460,PIERCE,HPSA
22397,54023,Roberts,WI, 358,55109,52540,ST. CROIX,HPSA
22398,54653,Rockland,WI, 174,55063,52310,LA CROSSE,HPSA
22399,54475,Rudolph,WI," 1,593",55141,52700,WOOD,Low Income Area
22400,53079,Saint Cloud,WI, 113,55039,52190,FOND DU LAC,HPSA
22401,54024,Saint Croix Falls,WI, 130,55095,52470,POLK,HPSA
22402,54558,Saint Germain,WI," 2,216",55125,52620,VILAS,Low Income Area
22403,54765,Sand Creek,WI, 55,55033,52160,DUNN,Low Income Area
22404,54870,Sarona,WI," 1,309",55129,52640,WASHBURN,Low Income Area/HPSA
22405,54559,Saxon,WI, 483,55051,52250,IRON,Low Income Area/HPSA
22406,54977,Scandinavia,WI," 1,337",55135,52670,WAUPACA,Low Income Area
22407,54166,Shawano,WI," 16,910",55115,52570,SHAWANO,Low Income Area/HPSA
22408,53081,Sheboygan,WI," 43,024",55117,52580,SHEBOYGAN,Low Income Area/HPSA
22409,54766,Sheldon,WI," 1,650",55107,52530,RUSK,Low Income Area/HPSA
22410,54871,Shell Lake,WI," 3,151",55129,52640,WASHBURN,Low Income Area/HPSA
22411,54170,Shiocton,WI, 98,55087,52430,OUTAGAMIE,HPSA
22412,53586,Shullsburg,WI," 2,151",55065,52320,LAFAYETTE,Low Income Area/HPSA
22413,54872,Siren,WI," 2,561",55013,52060,BURNETT,Low Income Area/HPSA
22414,54234,Sister Bay,WI," 1,878",55029,52140,DOOR,HPSA
22415,54171,Sobieski,WI," 2,372",55083,52410,OCONTO,HPSA
22416,54655,Soldiers Grove,WI," 1,760",55023,52110,CRAWFORD,Low Income Area
22417,54873,Solon Springs,WI," 1,994",55007,52030,BAYFIELD,HPSA
22418,54873,Solon Springs,WI, 769,55007,52030,BAYFIELD,HPSA
22419,54874,South Range,WI, 876,55031,52150,DOUGLAS,HPSA
22420,53587,South Wayne,WI," 1,270",55065,52320,LAFAYETTE,Low Income Area
22421,54656,Sparta,WI," 17,300",55081,52400,MONROE,Low Income Area/HPSA
22422,54479,Spencer,WI, 975,55073,52360,MARATHON,HPSA
22423,54801,Spooner,WI," 6,538",55129,52640,WASHBURN,Low Income Area/HPSA
22424,54767,Spring Valley,WI," 2,777",55093,52460,PIERCE,HPSA
22425,54767,Spring Valley,WI, 210,55093,52460,PIERCE,HPSA
22426,54875,Springbrook,WI," 1,092",55129,52640,WASHBURN,Low Income Area/HPSA
22427,54768,Stanley,WI," 6,011",55017,52080,CHIPPEWA,Low Income Area/HPSA
22428,54480,Stetsonville,WI," 1,212",55119,52590,TAYLOR,Low Income Area/HPSA
22429,54481,Stevens Point,WI," 29,359",55097,52480,PORTAGE,Low Income Area
22430,53825,Stitzer,WI, 499,55043,52210,GRANT,Low Income Area/HPSA
22431,54769,Stockholm,WI, 548,55091,52450,PEPIN,HPSA
22432,54876,Stone Lake,WI," 1,559",55113,52560,SAWYER,Low Income Area/HPSA
22433,54770,Strum,WI," 2,063",55121,52600,TREMPEALEAU,HPSA
22434,54770,Strum,WI, 19,55121,52600,TREMPEALEAU,HPSA
22435,54485,Summit Lake,WI, 218,55067,52330,LANGLADE,Low Income Area/HPSA
22436,54880,Superior,WI," 30,844",55031,52150,DOUGLAS,Low Income Area/HPSA
22437,54174,Suring,WI," 2,852",55083,52410,OCONTO,Low Income Area/HPSA
22438,54659,Taylor,WI," 1,307",55053,52260,JACKSON,Low Income Area/HPSA
22439,54771,Thorp,WI," 4,287",55019,52090,CLARK,Low Income Area/HPSA
22440,54562,Three Lakes,WI, 34,55085,52420,ONEIDA,HPSA
22441,54486,Tigerton,WI," 2,378",55115,52570,SHAWANO,Low Income Area/HPSA
22442,54978,Tilleda,WI, 43,55115,52570,SHAWANO,Low Income Area/HPSA
22443,54660,Tomah,WI," 15,699",55081,52400,MONROE,Low Income Area/HPSA
22444,54563,Tony,WI, 820,55107,52530,RUSK,Low Income Area/HPSA
22445,54175,Townsend,WI," 1,017",55083,52410,OCONTO,Low Income Area/HPSA
22446,54888,Trego,WI," 1,375",55129,52640,WASHBURN,Low Income Area/HPSA
22447,54661,Trempealeau,WI," 3,248",55121,52600,TREMPEALEAU,HPSA
22448,54889,Turtle Lake,WI," 2,687",55005,52020,BARRON,Low Income Area/HPSA
22449,54488,Unity,WI," 1,254",55019,52090,CLARK,Low Income Area/HPSA
22450,54565,Upson,WI, 58,55051,52250,IRON,Low Income Area/HPSA
22451,54245,Valders,WI," 2,304",55071,52350,MANITOWOC,HPSA
22452,54664,Viola,WI," 1,567",55123,52610,VERNON,Low Income Area/HPSA
22453,54665,Viroqua,WI," 8,366",55123,52610,VERNON,Low Income Area
22454,54566,Wabeno,WI," 1,515",55041,52200,FOREST,Low Income Area/HPSA
22455,54891,Washburn,WI," 3,377",55007,52030,BAYFIELD,Low Income Area/HPSA
22456,54246,Washington Island,WI, 708,55029,52140,DOOR,HPSA
22457,53094,Watertown,WI," 19,029",55055,52270,JEFFERSON,Low Income Area
22458,53186,Waukesha,WI," 12,437",55133,52660,WAUKESHA,HPSA
22459,53188,Waukesha,WI," 6,062",55133,52660,WAUKESHA,HPSA
22460,53189,Waukesha,WI," 3,376",55133,52660,WAUKESHA,HPSA
22461,54981,Waupaca,WI," 15,738",55135,52670,WAUPACA,Low Income Area/HPSA
22462,54403,Wausau,WI," 24,267",55073,52360,MARATHON,Low Income Area/HPSA
22463,54401,Wausau,WI," 15,886",55073,52360,MARATHON,HPSA
22464,54177,Wausaukee,WI," 3,063",55075,52370,MARINETTE,Low Income Area/HPSA
22465,54982,Wautoma,WI," 7,179",55137,52680,WAUSHARA,Low Income Area/HPSA
22466,53826,Wauzeka,WI," 1,545",55023,52110,CRAWFORD,Low Income Area
22467,54893,Webster,WI," 3,778",55013,52060,BURNETT,Low Income Area/HPSA
22468,54490,Westboro,WI, 929,55119,52590,TAYLOR,Low Income Area/HPSA
22469,54667,Westby,WI," 5,086",55123,52610,VERNON,Low Income Area
22470,53964,Westfield,WI," 3,566",55077,52380,MARQUETTE,Low Income Area/HPSA
22471,54983,Weyauwega,WI, 177,55135,52670,WAUPACA,HPSA
22472,54895,Weyerhaeuser,WI, 882,55107,52530,RUSK,Low Income Area/HPSA
22473,54772,Wheeler,WI," 1,137",55033,52160,DUNN,Low Income Area
22474,54491,White Lake,WI," 1,473",55067,52330,LANGLADE,Low Income Area/HPSA
22475,54773,Whitehall,WI," 3,259",55121,52600,TREMPEALEAU,Low Income Area/HPSA
22476,54247,Whitelaw,WI," 1,507",55071,52350,MANITOWOC,HPSA
22477,53190,Whitewater,WI," 18,971",55127,52630,WALWORTH,Low Income Area
22478,54984,Wild Rose,WI," 2,910",55137,52680,WAUSHARA,Low Income Area/HPSA
22479,54493,Willard,WI, 762,55019,52090,CLARK,Low Income Area/HPSA
22480,54027,Wilson,WI," 1,002",55109,52540,ST. CROIX,HPSA
22481,54670,Wilton,WI," 1,783",55081,52400,MONROE,Low Income Area/HPSA
22482,54896,Winter,WI," 1,581",55113,52560,SAWYER,Low Income Area/HPSA
22483,53965,Wisconsin Dells,WI," 10,682",55021,52100,COLUMBIA,Low Income Area/HPSA
22484,54495,Wisconsin Rapids,WI," 7,388",55141,52700,WOOD,Low Income Area
22485,54498,Withee,WI," 2,308",55019,52090,CLARK,Low Income Area/HPSA
22486,54499,Wittenberg,WI," 3,139",55115,52570,SHAWANO,Low Income Area/HPSA
22487,53968,Wonewoc,WI," 2,364",55057,52280,JUNEAU,Low Income Area/HPSA
22488,53827,Woodman,WI, 405,55043,52210,GRANT,Low Income Area
22489,54568,Woodruff,WI," 4,905",55125,52620,VILAS,Low Income Area
22490,54028,Woodville,WI," 2,451",55109,52540,ST. CROIX,HPSA
22491,26210,Adrian,WV, 978,54097,51480,UPSHUR,Low Income Area
22492,25231,Advent,WV, 129,54035,51170,JACKSON,Low Income Area/HPSA
22493,26519,Albright,WV," 1,330",54077,51380,PRESTON,Low Income Area/HPSA
22494,24910,Alderson,WV," 4,932",54025,51120,GREENBRIER,Low Income Area/HPSA
22495,25501,Alkol,WV," 1,266",54043,51210,LINCOLN,Low Income Area
22496,26320,Alma,WV," 1,393",54095,51470,TYLER,Low Income Area/HPSA
22497,26321,Alum Bridge,WV, 715,54041,51200,LEWIS,Low Income Area/HPSA
22498,25003,Alum Creek,WV," 2,805",54039,51190,KANAWHA,Low Income Area/HPSA
22499,25607,Amherstdale,WV," 2,243",54045,51220,LOGAN,Low Income Area
22500,25811,Amigo,WV, 427,54109,51540,WYOMING,Low Income Area/HPSA
22501,25005,Amma,WV, 258,54087,51430,ROANE,Low Income Area
22502,25812,Ansted,WV, 148,54019,51090,FAYETTE,Low Income Area
22503,25502,Apple Grove,WV," 1,585",54053,51260,MASON,Low Income Area
22504,24915,Arbovale,WV, 554,54075,51370,POCAHONTAS,Low Income Area
22505,25007,Arnett,WV, 353,54081,51400,RALEIGH,Low Income Area
22506,25234,Arnoldsburg,WV," 1,947",54013,51060,CALHOUN,Low Income Area/HPSA
22507,25008,Artie,WV, 426,54081,51400,RALEIGH,Low Income Area
22508,24916,Asbury,WV, 384,54025,51120,GREENBRIER,Low Income Area
22509,25009,Ashford,WV, 723,54005,51020,BOONE,Low Income Area/HPSA
22510,25503,Ashton,WV, 988,54053,51260,MASON,Low Income Area
22511,24712,Athens,WV," 2,120",54055,51270,MERCER,Low Income Area
22512,26325,Auburn,WV, 248,54085,51420,RITCHIE,Low Income Area/HPSA
22513,26704,Augusta,WV," 4,339",54027,51130,HAMPSHIRE,Low Income Area
22514,26705,Aurora,WV, 912,54077,51380,PRESTON,Low Income Area/HPSA
22515,25608,Baisden,WV, 762,54059,51290,MINGO,Low Income Area
22516,26801,Baker,WV," 1,533",54031,51150,HARDY,Low Income Area
22517,24918,Ballard,WV," 1,348",54063,51310,MONROE,Low Income Area/HPSA
22518,25504,Barboursville,WV," 12,041",54011,51050,CABELL,Low Income Area
22519,24920,Bartow,WV, 627,54075,51370,POCAHONTAS,Low Income Area
22520,26560,Baxter,WV, 398,54049,51240,MARION,Low Income Area
22521,25813,Beaver,WV," 6,479",54081,51400,RALEIGH,Low Income Area
22522,25801,Beckley,WV," 36,461",54081,51400,RALEIGH,Low Income Area
22523,24714,Beeson,WV, 310,54055,51270,MERCER,Low Income Area
22524,26250,Belington,WV," 5,879",54001,51000,BARBOUR,Low Income Area
22525,25015,Belle,WV," 6,878",54039,51190,KANAWHA,Low Income Area
22526,26134,Belmont,WV," 1,438",54073,51360,PLEASANTS,Low Income Area/HPSA
22527,26656,Belva,WV, 288,54067,51330,NICHOLAS,Low Income Area
22528,26031,Benwood,WV," 2,002",54051,51250,MARSHALL,Low Income Area
22529,26327,Berea,WV, 114,54085,51420,RITCHIE,Low Income Area/HPSA
22530,25411,Berkeley Springs,WV," 12,759",54065,51320,MORGAN,Low Income Area/HPSA
22531,24815,Berwind,WV," 2,073",54047,51230,MC DOWELL,Low Income Area/HPSA
22532,26253,Beverly,WV," 3,742",54083,51410,RANDOLPH,Low Income Area
22533,26136,Big Bend,WV, 704,54013,51060,CALHOUN,Low Income Area/HPSA
22534,25505,Big Creek,WV, 315,54043,51210,LINCOLN,Low Income Area
22535,26561,Big Run,WV, 517,54103,51510,WETZEL,Low Income Area
22536,26137,Big Springs,WV, 678,54013,51060,CALHOUN,Low Income Area/HPSA
22537,25021,Bim,WV, 849,54005,51020,BOONE,HPSA
22538,26610,Birch River,WV," 1,372",54067,51330,NICHOLAS,Low Income Area
22539,26817,Bloomery,WV," 1,356",54027,51130,HAMPSHIRE,Low Income Area
22540,25024,Bloomingrose,WV, 765,54005,51020,BOONE,Low Income Area/HPSA
22541,25025,Blount,WV, 639,54039,51190,KANAWHA,Low Income Area
22542,24701,Bluefield,WV," 19,632",54055,51270,MERCER,Low Income Area
22543,25028,Bob White,WV, 509,54005,51020,BOONE,Low Income Area/HPSA
22544,25030,Bomont,WV, 120,54015,51070,CLAY,Low Income Area
22545,26254,Bowden,WV, 130,54083,51410,RANDOLPH,Low Income Area
22546,24715,Bramwell,WV, 437,54055,51270,MERCER,Low Income Area
22547,25506,Branchland,WV," 2,620",54043,51210,LINCOLN,Low Income Area
22548,26802,Brandywine,WV, 520,54071,51350,PENDLETON,Low Income Area
22549,25666,Breeden,WV, 600,54059,51290,MINGO,Low Income Area
22550,24818,Brenton,WV," 1,715",54109,51540,WYOMING,Low Income Area/HPSA
22551,26138,Brohard,WV, 10,54105,51520,WIRT,Low Income Area/HPSA
22552,26525,Bruceton Mills,WV," 7,188",54077,51380,PRESTON,HPSA
22553,26201,Buckhannon,WV," 17,562",54097,51480,UPSHUR,Low Income Area
22554,25033,Buffalo,WV," 2,510",54079,51390,PUTNAM,Low Income Area
22555,26710,Burlington,WV," 4,113",54057,51280,MINERAL,Low Income Area/HPSA
22556,26335,Burnsville,WV," 1,467",54007,51030,BRAXTON,Low Income Area/HPSA
22557,26562,Burton,WV, 609,54061,51300,MONONGALIA,Low Income Area
22558,25035,Cabin Creek,WV, 893,54039,51190,KANAWHA,Low Income Area
22559,26855,Cabins,WV, 75,54071,51350,PENDLETON,Low Income Area/HPSA
22560,26337,Cairo,WV," 1,364",54085,51420,RITCHIE,Low Income Area/HPSA
22561,24925,Caldwell,WV, 281,54025,51120,GREENBRIER,Low Income Area
22562,26660,Calvin,WV, 769,54067,51330,NICHOLAS,Low Income Area/HPSA
22563,26338,Camden,WV, 566,54041,51200,LEWIS,Low Income Area
22564,26208,Camden on Gauley,WV," 1,081",54101,51500,WEBSTER,Low Income Area/HPSA
22565,26033,Cameron,WV," 2,330",54051,51250,MARSHALL,Low Income Area/HPSA
22566,25820,Camp Creek,WV, 28,54055,51270,MERCER,Low Income Area
22567,26662,Canvas,WV," 1,471",54067,51330,NICHOLAS,Low Income Area/HPSA
22568,26711,Capon Bridge,WV," 1,974",54027,51130,HAMPSHIRE,Low Income Area
22569,24927,Cass,WV, 714,54075,51370,POCAHONTAS,Low Income Area
22570,25039,Cedar Grove,WV," 2,670",54039,51190,KANAWHA,Low Income Area
22571,26611,Cedarville,WV, 377,54021,51100,GILMER,Low Income Area/HPSA
22572,26339,Center Point,WV, 204,54017,51080,DODDRIDGE,Low Income Area/HPSA
22573,25508,Chapmanville,WV," 12,264",54045,51220,LOGAN,Low Income Area/HPSA
22574,25301,Charleston,WV," 2,668",54039,51190,KANAWHA,Low Income Area
22575,25302,Charleston,WV," 15,418",54039,51190,KANAWHA,Low Income Area
22576,25306,Charleston,WV," 6,421",54039,51190,KANAWHA,Low Income Area
22577,25309,Charleston,WV," 12,857",54039,51190,KANAWHA,Low Income Area
22578,25311,Charleston,WV," 10,626",54039,51190,KANAWHA,Low Income Area
22579,25312,Charleston,WV," 14,375",54039,51190,KANAWHA,Low Income Area
22580,25315,Charleston,WV," 3,471",54039,51190,KANAWHA,Low Income Area
22581,25958,Charmco,WV, 624,54025,51120,GREENBRIER,Low Income Area
22582,26034,Chester,WV," 4,952",54029,51140,HANCOCK,Low Income Area
22583,25235,Chloe,WV, 978,54013,51060,CALHOUN,Low Income Area/HPSA
22584,26804,Circleville,WV, 601,54071,51350,PENDLETON,Low Income Area
22585,26301,Clarksburg,WV," 31,667",54033,51160,HARRISON,Low Income Area
22586,25043,Clay,WV," 1,864",54015,51070,CLAY,Low Income Area
22587,25044,Clear Creek,WV, 229,54081,51400,RALEIGH,Low Income Area
22588,24822,Clear Fork,WV," 1,257",54109,51540,WYOMING,Low Income Area/HPSA
22589,25045,Clendenin,WV," 5,849",54039,51190,KANAWHA,Low Income Area
22590,26215,Cleveland,WV, 392,54101,51500,WEBSTER,Low Income Area
22591,25047,Clothier,WV, 864,54005,51020,BOONE,Low Income Area
22592,25823,Coal City,WV," 1,829",54081,51400,RALEIGH,Low Income Area
22593,24823,Coal Mountain,WV, 422,54109,51540,WYOMING,Low Income Area/HPSA
22594,26257,Coalton,WV," 2,024",54083,51410,RANDOLPH,Low Income Area
22595,25048,Colcord,WV, 115,54081,51400,RALEIGH,Low Income Area
22596,26035,Colliers,WV," 2,016",54009,51040,BROOKE,Low Income Area
22597,25049,Comfort,WV, 262,54005,51020,BOONE,Low Income Area/HPSA
22598,25825,Cool Ridge,WV," 1,634",54081,51400,RALEIGH,Low Income Area/HPSA
22599,26615,Copen,WV, 199,54007,51030,BRAXTON,Low Income Area/HPSA
22600,25051,Costa,WV, 351,54005,51020,BOONE,Low Income Area/HPSA
22601,25239,Cottageville,WV," 1,466",54035,51170,JACKSON,HPSA
22602,26206,Cowen,WV," 2,943",54101,51500,WEBSTER,Low Income Area/HPSA
22603,26342,Coxs Mills,WV, 649,54021,51100,GILMER,Low Income Area/HPSA
22604,25827,Crab Orchard,WV," 5,191",54081,51400,RALEIGH,Low Income Area
22605,26205,Craigsville,WV," 3,832",54067,51330,NICHOLAS,Low Income Area/HPSA
22606,26343,Crawford,WV, 581,54041,51200,LEWIS,Low Income Area
22607,24931,Crawley,WV," 1,513",54025,51120,GREENBRIER,Low Income Area
22608,26141,Creston,WV, 344,54013,51060,CALHOUN,Low Income Area/HPSA
22609,25669,Crum,WV, 737,54099,51490,WAYNE,Low Income Area
22610,25510,Culloden,WV," 5,059",54011,51050,CABELL,Low Income Area
22611,24827,Cyclone,WV," 1,474",54109,51540,WYOMING,Low Income Area/HPSA
22612,26036,Dallas,WV, 828,54051,51250,MARSHALL,Low Income Area/HPSA
22613,25831,Danese,WV," 1,331",54019,51090,FAYETTE,Low Income Area/HPSA
22614,25832,Daniels,WV," 4,720",54081,51400,RALEIGH,Low Income Area
22615,25053,Danville,WV," 3,822",54005,51020,BOONE,Low Income Area/HPSA
22616,25617,Davin,WV," 1,793",54045,51220,LOGAN,Low Income Area
22617,26260,Davis,WV," 1,333",54093,51460,TUCKER,Low Income Area
22618,26142,Davisville,WV," 2,554",54107,51530,WOOD,Low Income Area
22619,24828,Davy,WV," 1,986",54047,51230,MC DOWELL,Low Income Area/HPSA
22620,25670,Delbarton,WV," 5,103",54059,51290,MINGO,Low Income Area
22621,26714,Delray,WV, 962,54027,51130,HAMPSHIRE,Low Income Area
22622,26217,Diana,WV, 870,54101,51500,WEBSTER,Low Income Area
22623,26617,Dille,WV, 313,54015,51070,CLAY,Low Income Area
22624,25671,Dingess,WV," 1,783",54059,51290,MINGO,Low Income Area
22625,25059,Dixie,WV, 558,54067,51330,NICHOLAS,Low Income Area
22626,25060,Dorothy,WV, 193,54081,51400,RALEIGH,Low Income Area
22627,26667,Drennen,WV, 206,54067,51330,NICHOLAS,Low Income Area
22628,25062,Dry Creek,WV, 508,54081,51400,RALEIGH,Low Income Area
22629,26263,Dryfork,WV, 157,54083,51410,RANDOLPH,Low Income Area
22630,25063,Duck,WV," 1,471",54015,51070,CLAY,Low Income Area/HPSA
22631,25064,Dunbar,WV," 10,397",54039,51190,KANAWHA,Low Income Area
22632,25511,Dunlow,WV, 662,54099,51490,WAYNE,Low Income Area
22633,24934,Dunmore,WV, 257,54075,51370,POCAHONTAS,Low Income Area
22634,26264,Durbin,WV, 92,54075,51370,POCAHONTAS,Low Income Area
22635,25512,East Lynn,WV," 1,651",54099,51490,WAYNE,Low Income Area
22636,25837,Edmond,WV, 117,54019,51090,FAYETTE,Low Income Area/HPSA
22637,26716,Eglon,WV, 645,54077,51380,PRESTON,Low Income Area/HPSA
22638,26143,Elizabeth,WV," 3,206",54105,51520,WIRT,Low Income Area/HPSA
22639,26717,Elk Garden,WV," 1,037",54057,51280,MINERAL,Low Income Area/HPSA
22640,26241,Elkins,WV," 14,294",54083,51410,RANDOLPH,Low Income Area
22641,26267,Ellamore,WV, 550,54083,51410,RANDOLPH,Low Income Area
22642,26346,Ellenboro,WV, 852,54085,51420,RITCHIE,Low Income Area/HPSA
22643,26568,Enterprise,WV," 1,778",54033,51160,HARRISON,Low Income Area
22644,26203,Erbacon,WV, 189,54101,51500,WEBSTER,Low Income Area
22645,25075,Eskdale,WV," 2,078",54039,51190,KANAWHA,Low Income Area
22646,25241,Evans,WV," 1,832",54035,51170,JACKSON,Low Income Area/HPSA
22647,26619,Exchange,WV, 261,54007,51030,BRAXTON,Low Income Area/HPSA
22648,26554,Fairmont,WV," 42,103",54049,51240,MARION,Low Income Area
22649,26570,Fairview,WV," 3,231",54049,51240,MARION,Low Income Area
22650,25079,Falling Rock,WV, 56,54039,51190,KANAWHA,Low Income Area
22651,24834,Fanrock,WV, 94,54109,51540,WYOMING,Low Income Area/HPSA
22652,26571,Farmington,WV," 3,361",54049,51240,MARION,Low Income Area
22653,25840,Fayetteville,WV," 7,959",54019,51090,FAYETTE,Low Income Area/HPSA
22654,26202,Fenwick,WV, 337,54067,51330,NICHOLAS,Low Income Area/HPSA
22655,26818,Fisher,WV, 257,54031,51150,HARDY,Low Income Area
22656,25841,Flat Top,WV, 776,54055,51270,MERCER,Low Income Area
22657,26621,Flatwoods,WV, 781,54007,51030,BRAXTON,Low Income Area/HPSA
22658,26347,Flemington,WV," 2,716",54091,51450,TAYLOR,Low Income Area
22659,26037,Follansbee,WV," 6,882",54009,51040,BROOKE,Low Income Area
22660,26348,Folsom,WV, 407,54103,51510,WETZEL,Low Income Area
22661,24935,Forest Hill,WV, 383,54089,51440,SUMMERS,Low Income Area/HPSA
22662,26719,Fort Ashby,WV," 2,568",54057,51280,MINERAL,HPSA
22663,25514,Fort Gay,WV," 4,252",54099,51490,WAYNE,Low Income Area
22664,25081,Foster,WV," 2,327",54005,51020,BOONE,Low Income Area/HPSA
22665,26623,Frametown,WV," 1,773",54007,51030,BRAXTON,Low Income Area/HPSA
22666,24938,Frankford,WV," 1,237",54025,51120,GREENBRIER,Low Income Area
22667,26807,Franklin,WV," 2,641",54071,51350,PENDLETON,Low Income Area
22668,26218,French Creek,WV," 2,535",54097,51480,UPSHUR,Low Income Area
22669,26146,Friendly,WV," 1,116",54095,51470,TYLER,Low Income Area/HPSA
22670,25083,Gallagher,WV," 1,891",54039,51190,KANAWHA,Low Income Area
22671,25515,Gallipolis Ferry,WV," 2,299",54053,51260,MASON,Low Income Area
22672,25243,Gandeeville,WV," 1,288",54087,51430,ROANE,Low Income Area
22673,24941,Gap Mills,WV, 763,54063,51310,MONROE,Low Income Area/HPSA
22674,26624,Gassaway,WV," 3,060",54007,51030,BRAXTON,Low Income Area/HPSA
22675,25085,Gauley Bridge,WV," 1,069",54019,51090,FAYETTE,Low Income Area
22676,25244,Gay,WV," 1,222",54035,51170,JACKSON,Low Income Area/HPSA
22677,25517,Genoa,WV," 2,379",54099,51490,WAYNE,Low Income Area
22678,25843,Ghent,WV, 902,54081,51400,RALEIGH,Low Income Area
22679,25621,Gilbert,WV," 2,705",54059,51290,MINGO,Low Income Area/HPSA
22680,25245,Given,WV," 1,280",54035,51170,JACKSON,Low Income Area/HPSA
22681,26268,Glady,WV, 592,54083,51410,RANDOLPH,Low Income Area
22682,25088,Glen,WV, 138,54015,51070,CLAY,Low Income Area
22683,26038,Glen Dale,WV," 3,294",54051,51250,MARSHALL,Low Income Area
22684,26039,Glen Easton,WV," 1,916",54051,51250,MARSHALL,Low Income Area/HPSA
22685,25845,Glen Fork,WV, 181,54109,51540,WYOMING,Low Income Area/HPSA
22686,25848,Glen Rogers,WV, 302,54109,51540,WYOMING,Low Income Area/HPSA
22687,26351,Glenville,WV," 2,555",54021,51100,GILMER,Low Income Area/HPSA
22688,25520,Glenwood,WV," 2,631",54053,51260,MASON,Low Income Area
22689,25093,Gordon,WV, 228,54005,51020,BOONE,Low Income Area/HPSA
22690,26720,Gormania,WV, 675,54023,51110,GRANT,Low Income Area/HPSA
22691,26354,Grafton,WV," 10,429",54091,51450,TAYLOR,Low Income Area
22692,26147,Grantsville,WV," 1,751",54013,51060,CALHOUN,Low Income Area/HPSA
22693,24943,Grassy Meadows,WV, 209,54025,51120,GREENBRIER,Low Income Area
22694,25422,Great Cacapon,WV," 1,722",54065,51320,MORGAN,Low Income Area/HPSA
