ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
73528,Chattanooga,OK,* 20,40031,37150,COMANCHE,HPSA
73528,Chattanooga,OK,* 511,40031,37150,COMANCHE,HPSA
74426,Checotah,OK,"* 12,337",40091,37450,MCINTOSH,Low Income Area
74016,Chelsea,OK,"* 5,554",40131,37650,ROGERS,Low Income Area/HPSA
73728,Cherokee,OK,"* 1,834",40003,37010,ALFALFA,Low Income Area/HPSA
73838,Chester,OK,* 422,40093,37460,MAJOR,HPSA
73628,Cheyenne,OK,"* 1,478",40129,37640,ROGER MILLS,Low Income Area/HPSA
73018,Chickasha,OK,"* 20,456",40051,37250,GRADY,Low Income Area/HPSA
73020,Choctaw,OK,* 468,40109,37540,OKLAHOMA,HPSA
74337,Chouteau,OK,"* 4,706",40097,37480,MAYES,Low Income Area/HPSA
74017,Claremore,OK,"* 28,196",40131,37650,ROGERS,Low Income Area
74536,Clayton,OK,"* 1,811",40127,37630,PUSHMATAHA,Low Income Area/HPSA
73729,Cleo Springs,OK,* 604,40093,37460,MAJOR,Low Income Area/HPSA
74020,Cleveland,OK,"* 9,347",40117,37580,PAWNEE,Low Income Area/HPSA
73601,Clinton,OK,"* 10,138",40039,37190,CUSTER,Low Income Area/HPSA
74538,Coalgate,OK,"* 4,017",40029,37140,COAL,Low Income Area/HPSA
74733,Colbert,OK,"* 3,052",40013,37060,BRYAN,Low Income Area/HPSA
74338,Colcord,OK,"* 5,344",40041,37200,DELAWARE,Low Income Area/HPSA
73432,Coleman,OK,"* 1,219",40069,37340,JOHNSTON,Low Income Area/HPSA
74021,Collinsville,OK,* 925,40143,37710,TULSA,HPSA
73021,Colony,OK,* 233,40149,37740,WASHITA,HPSA
73529,Comanche,OK,"* 5,376",40137,37680,STEPHENS,Low Income Area/HPSA
74339,Commerce,OK,"* 2,562",40115,37570,OTTAWA,Low Income Area/HPSA
74427,Cookson,OK,"* 1,765",40021,37100,CHEROKEE,Low Income Area/HPSA
74022,Copan,OK,"* 1,782",40147,37730,WASHINGTON,Low Income Area/HPSA
73632,Cordell,OK,"* 3,846",40149,37740,WASHITA,Low Income Area/HPSA
73024,Corn,OK,"* 1,147",40149,37740,WASHITA,HPSA
74428,Council Hill,OK,"* 1,054",40091,37450,MCINTOSH,Low Income Area/HPSA
73730,Covington,OK,* 932,40047,37230,GARFIELD,Low Income Area/HPSA
74429,Coweta,OK,"* 14,595",40145,37720,WAGONER,Low Income Area
73027,Coyle,OK,"* 2,719",40083,37410,LOGAN,Low Income Area/HPSA
73638,Crawford,OK,* 123,40129,37640,ROGER MILLS,Low Income Area/HPSA
73028,Crescent,OK,"* 3,393",40083,37410,LOGAN,Low Income Area/HPSA
74023,Cushing,OK,"* 10,583",40119,37590,PAYNE,Low Income Area/HPSA
73639,Custer City,OK,* 608,40039,37190,CUSTER,Low Income Area/HPSA
73029,Cyril,OK,"* 1,469",40015,37070,CADDO,Low Income Area/HPSA
73731,Dacoma,OK,* 300,40151,37750,WOODS,Low Income Area/HPSA
74540,Daisy,OK,* 164,40005,37020,ATOKA,Low Income Area/HPSA
74026,Davenport,OK,* 948,40081,37400,LINCOLN,Low Income Area/HPSA
73530,Davidson,OK,* 488,40141,37700,TILLMAN,Low Income Area/HPSA
73030,Davis,OK,"* 4,645",40099,37490,MURRAY,Low Income Area/HPSA
74636,Deer Creek,OK,* 238,40053,37260,GRANT,Low Income Area/HPSA
74027,Delaware,OK,"* 1,216",40105,37520,NOWATA,Low Income Area/HPSA
74028,Depew,OK,"* 2,334",40037,37180,CREEK,Low Income Area/HPSA
73531,Devol,OK,* 340,40033,37160,COTTON,Low Income Area/HPSA
74029,Dewey,OK,"* 5,219",40147,37730,WASHINGTON,Low Income Area/HPSA
73641,Dill City,OK,"* 1,020",40149,37740,WASHITA,Low Income Area/HPSA
73733,Douglas,OK,* 266,40047,37230,GARFIELD,Low Income Area/HPSA
73734,Dover,OK,* 699,40073,37360,KINGFISHER,HPSA
73735,Drummond,OK,* 769,40047,37230,GARFIELD,Low Income Area/HPSA
74030,Drumright,OK,"* 5,943",40037,37180,CREEK,Low Income Area/HPSA
73532,Duke,OK,* 679,40065,37320,JACKSON,Low Income Area/HPSA
73533,Duncan,OK,"* 30,174",40137,37680,STEPHENS,Low Income Area/HPSA
74701,Durant,OK,"* 22,011",40013,37060,BRYAN,Low Income Area/HPSA
73642,Durham,OK,* 148,40129,37640,ROGER MILLS,Low Income Area/HPSA
74839,Dustin,OK,* 855,40063,37310,HUGHES,Low Income Area/HPSA
74734,Eagletown,OK,"* 1,099",40089,37440,MCCURTAIN,Low Income Area/HPSA
74840,Earlsboro,OK,* 934,40125,37620,POTTAWATOMIE,Low Income Area/HPSA
73025,Edmond,OK,"* 5,271",40109,37540,OKLAHOMA,HPSA
73034,Edmond,OK,"* 6,866",40109,37540,OKLAHOMA,HPSA
73036,El Reno,OK,"* 19,846",40017,37080,CANADIAN,Low Income Area
73537,Eldorado,OK,* 640,40065,37320,JACKSON,Low Income Area/HPSA
73538,Elgin,OK,"* 4,851",40031,37150,COMANCHE,Low Income Area/HPSA
73644,Elk City,OK,"* 14,517",40009,37040,BECKHAM,Low Income Area/HPSA
73539,Elmer,OK,* 427,40065,37320,JACKSON,HPSA
73433,Elmore City,OK,"* 2,587",40049,37240,GARVIN,Low Income Area/HPSA
73701,Enid,OK,"* 24,806",40047,37230,GARFIELD,Low Income Area/HPSA
73703,Enid,OK,"* 27,414",40047,37230,GARFIELD,Low Income Area/HPSA
73705,Enid,OK,* 267,40047,37230,GARFIELD,HPSA
73645,Erick,OK,"* 1,544",40009,37040,BECKHAM,Low Income Area/HPSA
74342,Eucha,OK,"* 3,810",40041,37200,DELAWARE,Low Income Area/HPSA
74432,Eufaula,OK,"* 5,947",40091,37450,MCINTOSH,Low Income Area
74637,Fairfax,OK,"* 1,934",40113,37560,OSAGE,Low Income Area/HPSA
74343,Fairland,OK,"* 3,337",40115,37570,OTTAWA,Low Income Area/HPSA
73736,Fairmont,OK,* 433,40047,37230,GARFIELD,Low Income Area/HPSA
73737,Fairview,OK,"* 3,572",40093,37460,MAJOR,Low Income Area/HPSA
73840,Fargo,OK,* 691,40045,37220,ELLIS,Low Income Area
73540,Faxon,OK,* 379,40031,37150,COMANCHE,HPSA
73646,Fay,OK,* 116,40039,37190,CUSTER,Low Income Area/HPSA
73937,Felt,OK,* 161,40025,37120,CIMARRON,Low Income Area/HPSA
74543,Finley,OK,* 198,40127,37630,PUSHMATAHA,Low Income Area/HPSA
74842,Fittstown,OK,* 674,40123,37610,PONTOTOC,Low Income Area/HPSA
74843,Fitzhugh,OK,* 232,40123,37610,PONTOTOC,Low Income Area/HPSA
73541,Fletcher,OK,"* 4,302",40031,37150,COMANCHE,Low Income Area/HPSA
73938,Forgan,OK,* 715,40007,37030,BEAVER,Low Income Area
73038,Fort Cobb,OK,"* 1,699",40015,37070,CADDO,Low Income Area/HPSA
74434,Fort Gibson,OK,"* 8,348",40101,37500,MUSKOGEE,Low Income Area/HPSA
73503,Fort Sill,OK,"* 10,901",40031,37150,COMANCHE,Low Income Area/HPSA
73841,Fort Supply,OK,"* 1,659",40153,37760,WOODWARD,HPSA
74735,Fort Towson,OK,"* 2,064",40023,37110,CHOCTAW,Low Income Area/HPSA
73647,Foss,OK,"* 2,584",40149,37740,WASHITA,Low Income Area/HPSA
73434,Foster,OK,* 635,40137,37680,STEPHENS,Low Income Area/HPSA
73542,Frederick,OK,"* 4,794",40141,37700,TILLMAN,Low Income Area/HPSA
73842,Freedom,OK,* 466,40151,37750,WOODS,HPSA
73843,Gage,OK,* 571,40045,37220,ELLIS,Low Income Area
73738,Garber,OK,"* 1,111",40047,37230,GARFIELD,HPSA
74736,Garvin,OK,* 864,40089,37440,MCCURTAIN,Low Income Area/HPSA
73844,Gate,OK,* 223,40007,37030,BEAVER,Low Income Area
73040,Geary,OK,"* 1,793",40011,37050,BLAINE,Low Income Area/HPSA
73543,Geronimo,OK,"* 1,746",40031,37150,COMANCHE,HPSA
74032,Glencoe,OK,"* 1,470",40119,37590,PAYNE,Low Income Area/HPSA
73739,Goltry,OK,* 390,40003,37010,ALFALFA,HPSA
73939,Goodwell,OK,"* 2,014",40139,37690,TEXAS,Low Income Area/HPSA
74435,Gore,OK,"* 1,390",40135,37670,SEQUOYAH,Low Income Area/HPSA
73041,Gotebo,OK,* 340,40075,37370,KIOWA,Low Income Area/HPSA
73544,Gould,OK,* 412,40057,37280,HARMON,Low Income Area/HPSA
73042,Gracemont,OK,* 802,40015,37070,CADDO,Low Income Area/HPSA
73437,Graham,OK,* 593,40019,37090,CARTER,Low Income Area/HPSA
73546,Grandfield,OK,"* 1,224",40141,37700,TILLMAN,Low Income Area/HPSA
73547,Granite,OK,"* 2,365",40055,37270,GREER,Low Income Area/HPSA
74738,Grant,OK,* 677,40023,37110,CHOCTAW,Low Income Area/HPSA
73043,Greenfield,OK,* 131,40011,37050,BLAINE,HPSA
74344,Grove,OK,"* 15,464",40041,37200,DELAWARE,Low Income Area/HPSA
73044,Guthrie,OK,"* 21,102",40083,37410,LOGAN,Low Income Area/HPSA
73942,Guymon,OK,"* 13,387",40139,37690,TEXAS,Low Income Area/HPSA
73650,Hammon,OK,* 810,40129,37640,ROGER MILLS,Low Income Area/HPSA
74845,Hanna,OK,* 506,40091,37450,MCINTOSH,Low Income Area
73944,Hardesty,OK,* 361,40139,37690,TEXAS,Low Income Area/HPSA
73045,Harrah,OK,* 139,40109,37540,OKLAHOMA,HPSA
73045,Harrah,OK,"* 1,672",40109,37540,OKLAHOMA,HPSA
74547,Hartshorne,OK,"* 4,736",40121,37600,PITTSBURG,Low Income Area/HPSA
74436,Haskell,OK,"* 4,005",40101,37500,MUSKOGEE,Low Income Area/HPSA
73548,Hastings,OK,* 189,40067,37330,JEFFERSON,Low Income Area/HPSA
74740,Haworth,OK,"* 1,531",40089,37440,MCCURTAIN,Low Income Area/HPSA
73549,Headrick,OK,"* 2,018",40065,37320,JACKSON,HPSA
73438,Healdton,OK,"* 3,079",40019,37090,CARTER,Low Income Area/HPSA
74937,Heavener,OK,"* 6,937",40079,37390,LE FLORE,Low Income Area/HPSA
73741,Helena,OK,"* 1,655",40003,37010,ALFALFA,HPSA
74741,Hendrix,OK,"* 1,673",40013,37060,BRYAN,Low Income Area/HPSA
73444,Hennepin,OK,* 647,40019,37090,CARTER,Low Income Area/HPSA
73742,Hennessey,OK,"* 4,337",40073,37360,KINGFISHER,Low Income Area/HPSA
74437,Henryetta,OK,"* 11,124",40111,37550,OKMULGEE,Low Income Area/HPSA
73047,Hinton,OK,"* 4,134",40015,37070,CADDO,Low Income Area/HPSA
73744,Hitchcock,OK,* 205,40011,37050,BLAINE,HPSA
73651,Hobart,OK,"* 4,166",40075,37370,KIOWA,Low Income Area/HPSA
74939,Hodgen,OK,* 960,40079,37390,LE FLORE,Low Income Area/HPSA
74848,Holdenville,OK,"* 8,581",40063,37310,HUGHES,Low Income Area/HPSA
73550,Hollis,OK,"* 2,458",40057,37280,HARMON,Low Income Area/HPSA
73551,Hollister,OK,* 90,40141,37700,TILLMAN,Low Income Area/HPSA
74035,Hominy,OK,"* 3,317",40113,37560,OSAGE,Low Income Area/HPSA
73945,Hooker,OK,"* 2,705",40139,37690,TEXAS,Low Income Area/HPSA
74940,Howe,OK,"* 1,923",40079,37390,LE FLORE,Low Income Area/HPSA
74743,Hugo,OK,"* 8,541",40023,37110,CHOCTAW,Low Income Area/HPSA
74441,Hulbert,OK,"* 6,103",40021,37100,CHEROKEE,Low Income Area/HPSA
74640,Hunter,OK,* 44,40047,37230,GARFIELD,HPSA
74640,Hunter,OK,* 383,40047,37230,GARFIELD,HPSA
73048,Hydro,OK,"* 2,052",40015,37070,CADDO,Low Income Area/HPSA
74745,Idabel,OK,"* 10,340",40089,37440,MCCURTAIN,Low Income Area/HPSA
73552,Indiahoma,OK,"* 1,323",40031,37150,COMANCHE,Low Income Area/HPSA
74442,Indianola,OK,"* 1,057",40121,37600,PITTSBURG,Low Income Area/HPSA
73747,Isabella,OK,* 325,40093,37460,MAJOR,HPSA
74346,Jay,OK,"* 6,460",40041,37200,DELAWARE,Low Income Area/HPSA
74038,Jennings,OK,* 872,40117,37580,PAWNEE,Low Income Area/HPSA
73749,Jet,OK,* 440,40003,37010,ALFALFA,Low Income Area/HPSA
74347,Kansas,OK,"* 3,029",40041,37200,DELAWARE,Low Income Area/HPSA
74641,Kaw City,OK,* 589,40071,37350,KAY,Low Income Area/HPSA
74039,Kellyville,OK,"* 3,598",40037,37180,CREEK,Low Income Area/HPSA
74748,Kenefic,OK,* 535,40069,37340,JOHNSTON,Low Income Area/HPSA
73946,Kenton,OK,* 79,40025,37120,CIMARRON,Low Income Area/HPSA
74941,Keota,OK,"* 2,261",40061,37300,HASKELL,Low Income Area/HPSA
73947,Keyes,OK,* 495,40025,37120,CIMARRON,Low Income Area/HPSA
74549,Kiamichi Christian Mission,OK,* 317,40079,37390,LE FLORE,Low Income Area/HPSA
74041,Kiefer,OK,"* 2,101",40037,37180,CREEK,HPSA
73750,Kingfisher,OK,"* 7,124",40073,37360,KINGFISHER,Low Income Area/HPSA
73439,Kingston,OK,"* 6,341",40095,37470,MARSHALL,Low Income Area/HPSA
74552,Kinta,OK,"* 3,104",40061,37300,HASKELL,Low Income Area/HPSA
74553,Kiowa,OK,"* 1,329",40121,37600,PITTSBURG,Low Income Area/HPSA
74849,Konawa,OK,"* 2,852",40133,37660,SEMINOLE,Low Income Area/HPSA
73753,Kremlin,OK,* 495,40047,37230,GARFIELD,HPSA
73754,Lahoma,OK,"* 1,209",40047,37230,GARFIELD,Low Income Area/HPSA
74850,Lamar,OK,* 256,40063,37310,HUGHES,Low Income Area/HPSA
74643,Lamont,OK,* 578,40053,37260,GRANT,Low Income Area/HPSA
74555,Lane,OK,"* 1,137",40005,37020,ATOKA,Low Income Area/HPSA
73848,Laverne,OK,"* 2,100",40059,37290,HARPER,Low Income Area/HPSA
73501,Lawton,OK,"* 20,827",40031,37150,COMANCHE,Low Income Area/HPSA
73505,Lawton,OK,"* 49,497",40031,37150,COMANCHE,Low Income Area/HPSA
73507,Lawton,OK,"* 23,066",40031,37150,COMANCHE,Low Income Area/HPSA
73440,Lebanon,OK,* 150,40095,37470,MARSHALL,Low Income Area/HPSA
73654,Leedey,OK,* 734,40043,37210,DEWEY,Low Income Area/HPSA
74042,Lenapah,OK,* 863,40105,37520,NOWATA,Low Income Area/HPSA
73441,Leon,OK,* 838,40085,37420,LOVE,Low Income Area/HPSA
73051,Lexington,OK,"* 10,033",40027,37130,CLEVELAND,Low Income Area/HPSA
73052,Lindsay,OK,"* 5,378",40049,37240,GARVIN,Low Income Area/HPSA
73442,Loco,OK,* 296,40137,37680,STEPHENS,Low Income Area/HPSA
74352,Locust Grove,OK,"* 6,807",40097,37480,MAYES,Low Income Area/HPSA
73443,Lone Grove,OK,"* 3,863",40019,37090,CARTER,Low Income Area/HPSA
73655,Lone Wolf,OK,* 969,40075,37370,KIOWA,Low Income Area/HPSA
73755,Longdale,OK,* 593,40011,37050,BLAINE,Low Income Area/HPSA
73053,Lookeba,OK,* 688,40015,37070,CADDO,Low Income Area/HPSA
73553,Loveland,OK,* 244,40141,37700,TILLMAN,Low Income Area/HPSA
73756,Loyal,OK,* 158,40073,37360,KINGFISHER,HPSA
73757,Lucien,OK,* 110,40103,37510,NOBLE,HPSA
73054,Luther,OK,"* 4,790",40109,37540,OKLAHOMA,Low Income Area/HPSA
74852,Macomb,OK,"* 1,153",40125,37620,POTTAWATOMIE,Low Income Area/HPSA
73446,Madill,OK,"* 9,349",40095,37470,MARSHALL,Low Income Area/HPSA
73758,Manchester,OK,* 168,40053,37260,GRANT,Low Income Area/HPSA
73554,Mangum,OK,"* 3,613",40055,37270,GREER,Low Income Area/HPSA
74044,Mannford,OK,"* 7,173",40037,37180,CREEK,Low Income Area/HPSA
73447,Mannsville,OK,"* 1,145",40069,37340,JOHNSTON,Low Income Area/HPSA
74045,Maramec,OK,* 309,40117,37580,PAWNEE,Low Income Area/HPSA
73448,Marietta,OK,"* 5,520",40085,37420,LOVE,Low Income Area/HPSA
74644,Marland,OK,* 517,40103,37510,NOBLE,HPSA
73055,Marlow,OK,"* 8,953",40137,37680,STEPHENS,Low Income Area/HPSA
73056,Marshall,OK,* 414,40047,37230,GARFIELD,Low Income Area/HPSA
74854,Maud,OK,"* 4,276",40125,37620,POTTAWATOMIE,Low Income Area/HPSA
73851,May,OK,* 96,40059,37290,HARPER,Low Income Area/HPSA
73057,Maysville,OK,"* 2,281",40049,37240,GARVIN,Low Income Area/HPSA
74501,McAlester,OK,"* 30,800",40121,37600,PITTSBURG,Low Income Area/HPSA
74944,McCurtain,OK,"* 1,147",40061,37300,HASKELL,Low Income Area/HPSA
74851,McLoud,OK,"* 7,579",40125,37620,POTTAWATOMIE,HPSA
74851,McLoud,OK,* 724,40125,37620,POTTAWATOMIE,HPSA
74851,McLoud,OK,* 631,40125,37620,POTTAWATOMIE,HPSA
73449,Mead,OK,"* 2,908",40013,37060,BRYAN,Low Income Area/HPSA
73759,Medford,OK,"* 1,554",40053,37260,GRANT,Low Income Area/HPSA
74855,Meeker,OK,"* 4,930",40081,37400,LINCOLN,Low Income Area/HPSA
73760,Meno,OK,* 536,40093,37460,MAJOR,Low Income Area/HPSA
73058,Meridian,OK,* 204,40083,37410,LOGAN,Low Income Area/HPSA
74354,Miami,OK,"* 18,028",40115,37570,OTTAWA,Low Income Area/HPSA
73450,Milburn,OK,* 653,40069,37340,JOHNSTON,Low Income Area/HPSA
74856,Mill Creek,OK,"* 1,410",40069,37340,JOHNSTON,Low Income Area/HPSA
73059,Minco,OK,"* 2,528",40051,37250,GRADY,Low Income Area/HPSA
73852,Mooreland,OK,"* 2,107",40153,37760,WOODWARD,Low Income Area/HPSA
74445,Morris,OK,"* 3,986",40111,37550,OKMULGEE,Low Income Area/HPSA
73061,Morrison,OK,"* 1,555",40103,37510,NOBLE,HPSA
74047,Mounds,OK,"* 5,953",40111,37550,OKMULGEE,Low Income Area/HPSA
73559,Mountain Park,OK,* 529,40075,37370,KIOWA,Low Income Area/HPSA
73062,Mountain View,OK,"* 1,329",40075,37370,KIOWA,Low Income Area/HPSA
74557,Moyers,OK,* 123,40127,37630,PUSHMATAHA,Low Income Area/HPSA
74948,Muldrow,OK,"* 10,620",40135,37670,SEQUOYAH,Low Income Area/HPSA
73063,Mulhall,OK,* 529,40083,37410,LOGAN,Low Income Area/HPSA
74949,Muse,OK,* 200,40079,37390,LE FLORE,Low Income Area/HPSA
74401,Muskogee,OK,"* 17,592",40101,37500,MUSKOGEE,Low Income Area/HPSA
74403,Muskogee,OK,"* 31,110",40101,37500,MUSKOGEE,Low Income Area/HPSA
73853,Mutual,OK,* 255,40153,37760,WOODWARD,HPSA
74646,Nardin,OK,* 211,40071,37350,KAY,Low Income Area/HPSA
73761,Nash,OK,* 479,40053,37260,GRANT,Low Income Area/HPSA
74558,Nashoba,OK,* 568,40127,37630,PUSHMATAHA,Low Income Area/HPSA
74857,Newalla,OK,"* 6,571",40027,37130,CLEVELAND,HPSA
73065,Newcastle,OK,"* 7,757",40087,37430,MCCLAIN,HPSA
74647,Newkirk,OK,"* 3,699",40071,37350,KAY,Low Income Area/HPSA
73067,Ninnekah,OK,"* 1,571",40051,37250,GRADY,Low Income Area/HPSA
73068,Noble,OK,"* 12,083",40027,37130,CLEVELAND,Low Income Area/HPSA
73069,Norman,OK,"* 23,976",40027,37130,CLEVELAND,Low Income Area/HPSA
73071,Norman,OK,"* 35,077",40027,37130,CLEVELAND,Low Income Area/HPSA
73072,Norman,OK,"* 42,306",40027,37130,CLEVELAND,Low Income Area/HPSA
73026,Norman,OK,* 14,40027,37130,CLEVELAND,HPSA
73026,Norman,OK,"* 11,487",40027,37130,CLEVELAND,HPSA
74358,North Miami,OK,* 280,40115,37570,OTTAWA,Low Income Area/HPSA
74048,Nowata,OK,"* 5,906",40105,37520,NOWATA,Low Income Area/HPSA
74359,Oaks,OK,* 283,40041,37200,DELAWARE,Low Income Area/HPSA
73658,Oakwood,OK,* 251,40043,37210,DEWEY,Low Income Area/HPSA
74051,Ochelata,OK,"* 1,470",40147,37730,WASHINGTON,Low Income Area/HPSA
73762,Okarche,OK,"* 2,003",40073,37360,KINGFISHER,HPSA
73763,Okeene,OK,"* 1,576",40011,37050,BLAINE,Low Income Area/HPSA
74859,Okemah,OK,"* 6,098",40107,37530,OKFUSKEE,Low Income Area/HPSA
73139,Oklahoma City,OK,"* 16,463",40109,37540,OKLAHOMA,Low Income Area/HPSA
73159,Oklahoma City,OK,"* 31,767",40109,37540,OKLAHOMA,Low Income Area/HPSA
73102,Oklahoma City,OK,"* 1,765",40109,37540,OKLAHOMA,Low Income Area
73103,Oklahoma City,OK,"* 4,368",40109,37540,OKLAHOMA,Low Income Area
73104,Oklahoma City,OK,"* 1,635",40109,37540,OKLAHOMA,Low Income Area
73105,Oklahoma City,OK,"* 5,242",40109,37540,OKLAHOMA,Low Income Area
73106,Oklahoma City,OK,"* 15,768",40109,37540,OKLAHOMA,Low Income Area
73107,Oklahoma City,OK,"* 26,431",40109,37540,OKLAHOMA,Low Income Area
73108,Oklahoma City,OK,"* 15,403",40109,37540,OKLAHOMA,Low Income Area
73109,Oklahoma City,OK,"* 20,778",40109,37540,OKLAHOMA,Low Income Area
73110,Oklahoma City,OK,"* 32,720",40109,37540,OKLAHOMA,Low Income Area
73111,Oklahoma City,OK,"* 11,854",40109,37540,OKLAHOMA,Low Income Area
73112,Oklahoma City,OK,"* 30,273",40109,37540,OKLAHOMA,Low Income Area
73114,Oklahoma City,OK,"* 18,354",40109,37540,OKLAHOMA,Low Income Area
73115,Oklahoma City,OK,"* 20,905",40109,37540,OKLAHOMA,Low Income Area
73117,Oklahoma City,OK,"* 5,132",40109,37540,OKLAHOMA,Low Income Area
73118,Oklahoma City,OK,"* 13,557",40109,37540,OKLAHOMA,Low Income Area
73119,Oklahoma City,OK,"* 30,482",40109,37540,OKLAHOMA,Low Income Area
73120,Oklahoma City,OK,"* 34,065",40109,37540,OKLAHOMA,Low Income Area
73121,Oklahoma City,OK,"* 2,969",40109,37540,OKLAHOMA,Low Income Area
73122,Oklahoma City,OK,"* 13,320",40109,37540,OKLAHOMA,Low Income Area
73127,Oklahoma City,OK,"* 24,587",40109,37540,OKLAHOMA,Low Income Area
73129,Oklahoma City,OK,"* 19,591",40109,37540,OKLAHOMA,Low Income Area
73130,Oklahoma City,OK,"* 19,268",40109,37540,OKLAHOMA,Low Income Area
73132,Oklahoma City,OK,"* 25,883",40109,37540,OKLAHOMA,Low Income Area
73135,Oklahoma City,OK,"* 18,608",40109,37540,OKLAHOMA,Low Income Area
73141,Oklahoma City,OK,"* 2,678",40109,37540,OKLAHOMA,Low Income Area
73145,Oklahoma City,OK,"* 3,371",40109,37540,OKLAHOMA,Low Income Area
73149,Oklahoma City,OK,"* 5,230",40109,37540,OKLAHOMA,Low Income Area
73169,Oklahoma City,OK,* 438,40109,37540,OKLAHOMA,HPSA
73160,Oklahoma City,OK,"* 54,501",40027,37130,CLEVELAND,HPSA
73165,Oklahoma City,OK,"* 6,436",40027,37130,CLEVELAND,HPSA
73170,Oklahoma City,OK,"* 35,095",40027,37130,CLEVELAND,HPSA
73173,Oklahoma City,OK,"* 1,263",40027,37130,CLEVELAND,HPSA
74447,Okmulgee,OK,"* 17,085",40111,37550,OKMULGEE,Low Income Area/HPSA
74450,Oktaha,OK,"* 2,283",40101,37500,MUSKOGEE,Low Income Area/HPSA
73560,Olustee,OK,* 724,40065,37320,JACKSON,Low Income Area/HPSA
73764,Omega,OK,* 26,40073,37360,KINGFISHER,HPSA
73073,Orlando,OK,* 308,40083,37410,LOGAN,Low Income Area/HPSA
74054,Osage,OK,* 557,40113,37560,OSAGE,Low Income Area/HPSA
73453,Overbrook,OK,* 493,40085,37420,LOVE,Low Income Area/HPSA
74860,Paden,OK,"* 1,687",40107,37530,OKFUSKEE,Low Income Area/HPSA
73074,Paoli,OK,"* 1,144",40049,37240,GARVIN,Low Income Area/HPSA
74451,Park Hill,OK,"* 4,479",40021,37100,CHEROKEE,Low Income Area/HPSA
73075,Pauls Valley,OK,"* 9,384",40049,37240,GARVIN,Low Income Area/HPSA
74056,Pawhuska,OK,"* 5,611",40113,37560,OSAGE,Low Income Area/HPSA
74058,Pawnee,OK,"* 4,365",40117,37580,PAWNEE,Low Income Area/HPSA
74452,Peggs,OK,"* 1,024",40021,37100,CHEROKEE,Low Income Area/HPSA
74059,Perkins,OK,"* 4,940",40119,37590,PAYNE,Low Income Area/HPSA
73077,Perry,OK,"* 7,329",40103,37510,NOBLE,Low Income Area/HPSA
74360,Picher,OK,* 61,40115,37570,OTTAWA,Low Income Area/HPSA
74560,Pittsburg,OK,* 523,40121,37600,PITTSBURG,Low Income Area/HPSA
73079,Pocasset,OK,* 946,40051,37250,GRADY,HPSA
74902,Pocola,OK,"* 4,425",40079,37390,LE FLORE,Low Income Area/HPSA
74601,Ponca City,OK,"* 20,055",40071,37350,KAY,Low Income Area/HPSA
74604,Ponca City,OK,"* 12,738",40071,37350,KAY,Low Income Area/HPSA
73766,Pond Creek,OK,* 996,40053,37260,GRANT,Low Income Area/HPSA
74454,Porter,OK,"* 3,276",40145,37720,WAGONER,Low Income Area
74455,Porum,OK,"* 3,323",40101,37500,MUSKOGEE,Low Income Area/HPSA
74953,Poteau,OK,"* 12,638",40079,37390,LE FLORE,Low Income Area/HPSA
74864,Prague,OK,"* 4,962",40081,37400,LINCOLN,Low Income Area/HPSA
74457,Proctor,OK,* 945,40001,37000,ADAIR,Low Income Area/HPSA
74060,Prue,OK,"* 1,670",40113,37560,OSAGE,Low Income Area/HPSA
74361,Pryor,OK,"* 14,825",40097,37480,MAYES,Low Income Area/HPSA
73080,Purcell,OK,"* 10,817",40087,37430,MCCLAIN,Low Income Area/HPSA
73659,Putnam,OK,* 91,40043,37210,DEWEY,Low Income Area/HPSA
74363,Quapaw,OK,"* 2,959",40115,37570,OTTAWA,Low Income Area/HPSA
74561,Quinton,OK,"* 4,935",40121,37600,PITTSBURG,Low Income Area/HPSA
74650,Ralston,OK,* 659,40117,37580,PAWNEE,Low Income Area/HPSA
74061,Ramona,OK,"* 2,068",40147,37730,WASHINGTON,Low Income Area/HPSA
73562,Randlett,OK,* 807,40033,37160,COTTON,Low Income Area/HPSA
73481,Ratliff City,OK,* 680,40019,37090,CARTER,Low Income Area/HPSA
74562,Rattan,OK,"* 1,786",40127,37630,PUSHMATAHA,Low Income Area/HPSA
74563,Red Oak,OK,"* 2,295",40077,37380,LATIMER,Low Income Area/HPSA
74651,Red Rock,OK,* 700,40103,37510,NOBLE,HPSA
73660,Reydon,OK,* 444,40129,37640,ROGER MILLS,Low Income Area/HPSA
73456,Ringling,OK,"* 1,950",40067,37330,JEFFERSON,Low Income Area/HPSA
74754,Ringold,OK,* 87,40089,37440,MCCURTAIN,Low Income Area/HPSA
73768,Ringwood,OK,"* 1,506",40093,37460,MAJOR,Low Income Area/HPSA
74062,Ripley,OK,"* 1,011",40119,37590,PAYNE,Low Income Area/HPSA
73661,Rocky,OK,* 221,40149,37740,WASHITA,Low Income Area/HPSA
74865,Roff,OK,"* 1,387",40123,37610,PONTOTOC,Low Income Area/HPSA
74954,Roland,OK,"* 9,636",40135,37670,SEQUOYAH,Low Income Area/HPSA
73564,Roosevelt,OK,* 571,40075,37370,KIOWA,Low Income Area/HPSA
74364,Rose,OK,"* 1,382",40041,37200,DELAWARE,Low Income Area/HPSA
73855,Rosston,OK,* 148,40059,37290,HARPER,Low Income Area/HPSA
